filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
signal_molecule_2195_(sequence_2)_5479291f-b4d6-4b89-95a8-63d49e99ea31.fast5	5479291f-b4d6-4b89-95a8-63d49e99ea31	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.250500	200	FALSE	6340.030750	175	0.219250	101	5.454425	0.000000	94.041344	9.019951	93.313202	11.377061
signal_molecule_1096_(sequence_1)_4c1b70e4-684f-434a-b3c7-6acd7759d568.fast5	4c1b70e4-684f-434a-b3c7-6acd7759d568	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.259250	207	TRUE	6339.999500	207	0.259250	124	8.303975	0.000000	96.045776	7.182554	93.773438	11.328141
signal_molecule_2958_(sequence_2)_4baa0976-36ee-469c-b03f-91e12b75914d.fast5	4baa0976-36ee-469c-b03f-91e12b75914d	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.254000	203	FALSE	6339.999500	203	0.254000	116	6.449351	0.000000	95.544670	8.852915	92.762077	11.305261
signal_molecule_225_(sequence_0)_3c0088c9-c88e-4e0d-9890-4179c5cc79a7.fast5	3c0088c9-c88e-4e0d-9890-4179c5cc79a7	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.261750	209	FALSE	6339.999500	209	0.261750	117	6.700096	0.000000	94.876526	9.019951	93.607964	11.203886
signal_molecule_862_(sequence_0)_5e293001-c555-42c7-99d8-ff07f9e21185.fast5	5e293001-c555-42c7-99d8-ff07f9e21185	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.268000	214	TRUE	6339.999500	214	0.268000	117	8.402931	0.000000	95.043556	8.685879	94.838371	11.223093
signal_molecule_2516_(sequence_2)_7118eb0f-7a9b-4498-b4d7-592ac88e1500.fast5	7118eb0f-7a9b-4498-b4d7-592ac88e1500	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.273750	219	FALSE	6339.999500	219	0.273750	124	6.862533	0.000000	94.542450	7.850698	92.424446	10.779426
signal_molecule_1616_(sequence_1)_2d00c5b9-715d-4fd1-9cca-be4dc3f49db5.fast5	2d00c5b9-715d-4fd1-9cca-be4dc3f49db5	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.272000	217	TRUE	6339.999500	217	0.272000	121	7.522416	0.000000	94.375412	8.017735	92.446793	11.205698
signal_molecule_681_(sequence_0)_59679cf0-28e4-4382-9def-aaee7ffbad42.fast5	59679cf0-28e4-4382-9def-aaee7ffbad42	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.259250	207	TRUE	6339.999500	207	0.259250	123	7.018229	0.000000	96.379845	9.019951	95.566475	11.211898
signal_molecule_2439_(sequence_2)_e0a3f6c3-feee-4032-90f6-df39c5053b5e.fast5	e0a3f6c3-feee-4032-90f6-df39c5053b5e	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.265750	212	FALSE	6339.999500	212	0.265750	121	5.650984	0.000000	95.544670	8.351807	93.530548	11.313226
signal_molecule_780_(sequence_0)_dd279829-663b-437e-9e89-1c8f01acece7.fast5	dd279829-663b-437e-9e89-1c8f01acece7	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.252750	202	FALSE	6339.999500	202	0.252750	116	6.182440	0.000000	94.709488	8.518843	95.217682	11.315866
signal_molecule_1046_(sequence_1)_6257a3a1-f52e-4486-acae-693d30d92299.fast5	6257a3a1-f52e-4486-acae-693d30d92299	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.250500	200	TRUE	6339.999500	200	0.250500	114	7.562674	0.000000	95.544670	7.850698	92.972992	11.130520
signal_molecule_1839_(sequence_1)_5ecdf8f9-1260-4913-a366-ecbfe81b0151.fast5	5ecdf8f9-1260-4913-a366-ecbfe81b0151	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.278500	222	TRUE	6339.999500	222	0.278500	117	8.576675	0.000000	93.707268	8.685879	91.708382	11.378990
signal_molecule_1398_(sequence_1)_276bab10-4eba-4779-a79a-41a0d1e29a70.fast5	276bab10-4eba-4779-a79a-41a0d1e29a70	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.249000	199	TRUE	6339.999500	199	0.249000	120	8.017027	0.000000	95.878738	7.683662	92.128189	11.160228
signal_molecule_2822_(sequence_2)_a831d624-fe60-4822-90bc-f136d18c8bc1.fast5	a831d624-fe60-4822-90bc-f136d18c8bc1	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.253750	203	TRUE	6339.999500	203	0.253750	119	7.726427	0.000000	94.041344	9.354023	91.438835	10.655493
signal_molecule_1074_(sequence_1)_421a5e74-a61f-4e52-8a33-74fa7185019c.fast5	421a5e74-a61f-4e52-8a33-74fa7185019c	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.275250	220	TRUE	6339.999500	220	0.275250	123	7.176111	0.000000	95.043556	8.518843	94.003868	10.873480
signal_molecule_300_(sequence_0)_f4c03636-0f48-4002-bb15-4435502dc043.fast5	f4c03636-0f48-4002-bb15-4435502dc043	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.263250	210	TRUE	6339.999500	210	0.263250	117	8.025333	0.000000	94.208382	8.852915	91.475861	11.034723
signal_molecule_405_(sequence_0)_63827ea3-c0de-4cd9-b810-05c709b058f5.fast5	63827ea3-c0de-4cd9-b810-05c709b058f5	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.257000	205	FALSE	6339.999500	205	0.257000	115	6.862170	0.000000	94.542450	9.019951	94.801163	10.958422
